start,kind,iteration,value,g_norm
3,random,4,-6.014256360455e-01,3.244967e-01
3,random,5,-6.338637860002e-01,2.002361e-01
3,random,6,-6.439557851960e-01,1.519071e-01
3,random,7,-6.504682687349e-01,6.178740e-02
3,random,8,-6.517031092643e-01,4.341815e-02
3,random,9,-6.528398897818e-01,5.777215e-02
3,random,10,-6.550517369246e-01,5.838562e-02
3,random,11,-6.562336629089e-01,2.972432e-02
3,random,12,-6.565469029490e-01,2.483410e-02
3,random,13,-6.570097530067e-01,1.996619e-02
3,random,14,-6.574695536552e-01,1.803354e-02
3,random,15,-6.578727621990e-01,1.975901e-02
3,random,16,-6.586012015648e-01,4.203894e-02
3,random,17,-6.591192912159e-01,4.269024e-02
3,random,18,-6.603733329101e-01,4.019335e-02
3,random,19,-6.609308652014e-01,1.957675e-02
3,random,20,-6.611693632018e-01,1.807882e-02
3,random,21,-6.612710837512e-01,1.321126e-02
3,random,22,-6.613225470518e-01,5.668984e-03
3,random,23,-6.613494333955e-01,5.114780e-03
3,random,24,-6.613582014511e-01,3.877242e-03
3,random,25,-6.613629033849e-01,2.622683e-03
3,random,26,-6.613734984690e-01,3.411522e-03
3,random,27,-6.613797431104e-01,2.453898e-03
3,random,28,-6.613896709552e-01,3.800022e-03
3,random,29,-6.620151706147e-01,9.341063e-03
3,random,30,-6.620832934676e-01,1.075918e-02
3,random,31,-6.623596335874e-01,8.197332e-03
3,random,32,-6.624075549819e-01,8.691764e-03
3,random,33,-6.626110010238e-01,3.472200e-03
3,random,34,-6.626159226658e-01,1.621387e-03
3,random,35,-6.626162922216e-01,8.728113e-04
3,random,36,-6.626164144090e-01,4.383026e-05
3,random,37,-6.626164162833e-01,2.875473e-05
3,random,38,-6.626164168428e-01,1.696271e-05
3,random,39,-6.626164169840e-01,1.448625e-05
3,random,40,-6.626164171956e-01,1.615827e-05
3,random,41,-6.626164312570e-01,1.032152e-04
3,random,42,-6.626169394138e-01,9.777361e-04
3,random,43,-6.626185753587e-01,1.227306e-03
3,random,44,-6.626192220113e-01,1.734793e-04
3,random,45,-6.626192758503e-01,2.753786e-04
3,random,46,-6.626192865134e-01,2.058010e-04
3,random,47,-6.626193226725e-01,1.426030e-04
3,random,48,-6.626193572950e-01,1.763446e-04
3,random,49,-6.626193898530e-01,2.829613e-04
3,random,50,-6.626194114599e-01,3.233120e-04
3,random,51,-6.626194938120e-01,4.772177e-04
3,random,52,-6.626196228478e-01,6.338541e-04
3,random,53,-6.626196890780e-01,3.784409e-04
3,random,54,-6.626198251191e-01,4.715979e-04
3,random,55,-6.626199114441e-01,5.703291e-04
3,random,56,-6.626201194788e-01,6.730728e-04
3,random,57,-6.626203932985e-01,7.904299e-04
3,random,58,-6.626205537239e-01,9.530243e-04
3,random,59,-6.626211718632e-01,1.340843e-03
3,random,60,-6.626220177841e-01,1.762602e-03
3,random,61,-6.626222482339e-01,1.690328e-03
3,random,62,-6.626235177077e-01,1.250621e-03
3,random,63,-6.626252051284e-01,2.433060e-03
3,random,64,-6.626261566987e-01,1.383725e-03
3,random,65,-6.626274697698e-01,1.258578e-03
3,random,66,-6.626286232211e-01,1.123926e-03
3,random,67,-6.626296742699e-01,5.908866e-04
3,random,68,-6.626301603217e-01,7.051961e-04
3,random,69,-6.626305176076e-01,6.109023e-04
3,random,70,-6.626312164999e-01,8.673368e-04
3,random,71,-6.626316152920e-01,4.023329e-04
3,random,72,-6.626319477624e-01,5.874295e-04
3,random,73,-6.626322251696e-01,7.217932e-04
3,random,74,-6.626325268849e-01,4.009614e-04
3,random,75,-6.626327976765e-01,1.998575e-04
3,random,76,-6.626328767705e-01,1.617479e-04
3,random,77,-6.626329050946e-01,1.718757e-04
3,random,78,-6.626329280265e-01,2.209622e-04
3,random,79,-6.626329563921e-01,1.241753e-04
3,random,80,-6.626329796910e-01,8.862458e-05
3,random,81,-6.626329949763e-01,8.539176e-05
3,random,82,-6.626330019544e-01,3.757913e-05
3,random,83,-6.626330036422e-01,1.909743e-05
3,random,84,-6.626330051161e-01,3.530529e-05
3,random,85,-6.626330064218e-01,1.941699e-05
3,random,86,-6.626330072699e-01,7.218252e-06
3,random,87,-6.626330073583e-01,1.611945e-06
3,random,88,-6.626330073877e-01,6.275658e-07
